"Gemeinde_Nr","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_KT_d","Gemeinde_KT_f","Gemeinde_KT_i","Text_d","Text_f","Text_i"
11,49.6,49.6,50.4,"Ottenbach ZH","Ottenbach (ZH)","Ottenbach ZH","50,4 Prozent der Stimmbürgerinnen und Stimmbürger von Ottenbach haben die Änderung des Transplantationsgesetzes abgelehnt.","Les habitants d'Ottenbach s'opposent à la modification de la loi sur la transplantation d'organes par 50,4 pour cent des voix.","No alla legge sui trapianti nel comune di Ottenbach: i cittadini hanno bocciato il testo con il 50,4 percento dei voti."
12,49.2,49.2,50.8,"Rifferswil ZH","Rifferswil (ZH)","Rifferswil ZH","50,8 Prozent der Stimmbürgerinnen und Stimmbürger von Rifferswil haben die Änderung des Transplantationsgesetzes abgelehnt.","Les habitants de Rifferswil s'opposent à la modification de la loi sur la transplantation d'organes par 50,8 pour cent des voix.","No alla legge sui trapianti nel comune di Rifferswil: i cittadini hanno bocciato il testo con il 50,8 percento dei voti."
13,54.2,54.2,45.8,"Stallikon ZH","Stallikon (ZH)","Stallikon ZH","54,2 Prozent der Stimmbürgerinnen und Stimmbürger von Stallikon haben sich für die Änderung des Transplantationsgesetzes ausgesprochen.","A Stallikon, les habitants disent oui à 54,2 pour cent à la modification de la loi sur la transplantation d'organes.","Nel comune di Stallikon la legge sui trapianti è stata approvata con il 54,2 percento dei voti."
14,56.9,56.9,43.1,"Wettswil am Albis ZH","Wettswil am Albis (ZH)","Wettswil am Albis ZH","Mit 56,9 Prozent Ja-Stimmen hat eine Mehrheit der Abstimmenden in Wettswil am Albis die Änderung des Transplantationsgesetzes angenommen.","La population de Wettswil am Albis approuve à 56,9 pour cent la modification de la loi sur la transplantation d'organes.","Nel comune di Wettswil am Albis la legge sui trapianti è stata accettata con il 56,9 percento dei voti."
1001,52.4,52.4,47.6,"Doppleschwand LU","Doppleschwand (LU)","Doppleschwand LU","Doppleschwand hat die Änderung des Transplantationsgesetzes mit 52,4 Prozent der Stimmen angenommen. Doppleschwand hat damit gleich wie der Kanton Luzern Ja gesagt zu dieser Vorlage.","Les habitants de Doppleschwand soutiennent à 52,4 pour cent la modification de la loi sur la transplantation d'organes. Doppleschwand a approuvé la modification, tout comme son canton.","A Doppleschwand i cittadini hanno accolto, con il 52,4 percento dei voti, la legge sui trapianti. Il comune di Doppleschwand approvando la legge si è espresso come il suo cantone."
1002,43.4,43.4,56.6,"Entlebuch LU","Entlebuch (LU)","Entlebuch LU","Mit 479 Nein- zu 367 Ja-Stimmen haben die Stimmbürgerinnen und Stimmbürger von Entlebuch die Änderung des Transplantationsgesetzes abgelehnt. Dies entspricht 56,6 Prozent. Entlebuch hat damit anders abgestimmt als der Kanton Luzern, der die Vorlage angenommen hat.","La population d'Entlebuch rejette à 56,6 pour cent des voix la loi sur la transplantation d'organes. Entlebuch a refusé la modification, contrairement à son canton.","Con il 56,6 percento di ""no"", i cittadini del comune di Entlebuch hanno respinto la legge sui trapianti. Il comune di Entlebuch respingendo la legge è andato controcorrente rispetto al suo cantone."
1004,48.8,48.8,51.2,"Flühli LU","Flühli (LU)","Flühli LU","51,2 Prozent Stimmbürgerinnen und Stimmbürger von Flühli haben Nein gesagt zur Änderung des Transplantationsgesetzes. Flühli hat damit anders abgestimmt als der Kanton Luzern, der die Vorlage angenommen hat.","A Flühli, les citoyens rejettent à 51,2 pour cent la loi sur la transplantation d'organes. Flühli a refusé la modification, contrairement à son canton.","I cittadini di Flühli si sono espressi contro la legge sui trapianti. Il testo è stato respinto con il 51,2 percento dei voti. Il comune di Flühli respingendo la legge è andato controcorrente rispetto al suo cantone."
1005,44.4,44.4,55.6,"Hasle LU","Hasle (LU)","Hasle LU","55,6 Prozent der Stimmbürgerinnen und Stimmbürger von Hasle LU haben die Änderung des Transplantationsgesetzes abgelehnt. Hasle LU hat damit anders abgestimmt als der Kanton Luzern, der die Vorlage angenommen hat.","Les habitants de Hasle (LU) s'opposent à la modification de la loi sur la transplantation d'organes par 55,6 pour cent des voix. Hasle (LU) a refusé la modification, contrairement à son canton.","No alla legge sui trapianti nel comune di Hasle LU: i cittadini hanno bocciato il testo con il 55,6 percento dei voti. Il comune di Hasle LU respingendo la legge è andato controcorrente rispetto al suo cantone."
1007,44,44,56,"Romoos LU","Romoos (LU)","Romoos LU","56 Prozent Stimmbürgerinnen und Stimmbürger von Romoos haben Nein gesagt zur Änderung des Transplantationsgesetzes. Romoos hat damit anders abgestimmt als der Kanton Luzern, der die Vorlage angenommen hat.","A Romoos, les citoyens rejettent à 56 pour cent la loi sur la transplantation d'organes. Romoos a refusé la modification, contrairement à son canton.","I cittadini di Romoos si sono espressi contro la legge sui trapianti. Il testo è stato respinto con il 56 percento dei voti. Il comune di Romoos respingendo la legge è andato controcorrente rispetto al suo cantone."
1008,52,52,48,"Schüpfheim LU","Schüpfheim (LU)","Schüpfheim LU","Schüpfheim hat die Änderung des Transplantationsgesetzes mit 647 Ja- zu 597 Nein-Stimmen zugestimmt. Die entspricht einem Ja-Stimmen-Anteil von 52 Prozent. Schüpfheim hat damit gleich wie der Kanton Luzern Ja gesagt zu dieser Vorlage.","La loi sur la transplantation d'organes passe la rampe avec 52 pour cent de oui à Schüpfheim. Schüpfheim a approuvé la modification, tout comme son canton.","Da Schüpfheim è arrivato un ""sì"" alle urne per la legge sui trapianti. I cittadini hanno accolto il testo con il 52 percento dei voti. Il comune di Schüpfheim approvando la legge si è espresso come il suo cantone."
1009,44.6,44.6,55.4,"Werthenstein LU","Werthenstein (LU)","Werthenstein LU","Mit 290 Nein- zu 233 Ja-Stimmen haben die Stimmbürgerinnen und Stimmbürger von Werthenstein die Änderung des Transplantationsgesetzes abgelehnt. Dies entspricht 55,4 Prozent. Werthenstein hat damit anders abgestimmt als der Kanton Luzern, der die Vorlage angenommen hat.","La population de Werthenstein rejette à 55,4 pour cent des voix la loi sur la transplantation d'organes. Werthenstein a refusé la modification, contrairement à son canton.","Con il 55,4 percento di ""no"", i cittadini del comune di Werthenstein hanno respinto la legge sui trapianti. Il comune di Werthenstein respingendo la legge è andato controcorrente rispetto al suo cantone."
1010,42.5,42.5,57.5,"Escholzmatt-Marbach LU","Escholzmatt-Marbach (LU)","Escholzmatt-Marbach LU","Nein zur Änderung des Transplantationsgesetzes: Escholzmatt-Marbach hat die Vorlage mit 57,5 Prozent Nein-Stimmen verworfen. Escholzmatt-Marbach hat damit anders abgestimmt als der Kanton Luzern, der die Vorlage angenommen hat.","La nouvelle loi sur la transplantation d'organes n'a pas trouvé grâce aux yeux des citoyens d'Escholzmatt-Marbach. Ils ont refusé la modification à 57,5 pour cent. Escholzmatt-Marbach a refusé la modification, contrairement à son canton.","Nel comune di Escholzmatt-Marbach la legge sui trapianti è stata respinta con il 57,5 percento dei voti. Il comune di Escholzmatt-Marbach respingendo la legge è andato controcorrente rispetto al suo cantone."
1021,45.6,45.6,54.4,"Aesch LU","Aesch (LU)","Aesch LU","Nein zur Änderung des Transplantationsgesetzes: Aesch LU hat die Vorlage mit 54,4 Prozent Nein-Stimmen verworfen. Aesch LU hat damit anders abgestimmt als der Kanton Luzern, der die Vorlage angenommen hat.","La nouvelle loi sur la transplantation d'organes n'a pas trouvé grâce aux yeux des citoyens d'Aesch (LU). Ils ont refusé la modification à 54,4 pour cent. Aesch (LU) a refusé la modification, contrairement à son canton.","Nel comune di Aesch LU la legge sui trapianti è stata respinta con il 54,4 percento dei voti. Il comune di Aesch LU respingendo la legge è andato controcorrente rispetto al suo cantone."
1023,54.7,54.7,45.3,"Ballwil LU","Ballwil (LU)","Ballwil LU","Ballwil hat die Änderung des Transplantationsgesetzes mit 440 Ja- zu 364 Nein-Stimmen zugestimmt. Die entspricht einem Ja-Stimmen-Anteil von 54,7 Prozent. Ballwil hat damit gleich wie der Kanton Luzern Ja gesagt zu dieser Vorlage.","La loi sur la transplantation d'organes passe la rampe avec 54,7 pour cent de oui à Ballwil. Ballwil a approuvé la modification, tout comme son canton.","Da Ballwil è arrivato un ""sì"" alle urne per la legge sui trapianti. I cittadini hanno accolto il testo con il 54,7 percento dei voti. Il comune di Ballwil approvando la legge si è espresso come il suo cantone."
1024,55.5,55.5,44.5,"Emmen LU","Emmen (LU)","Emmen LU","55,5 Prozent der Stimmbürgerinnen und Stimmbürger in Emmen haben Ja gesagt zur Änderung des Transplantationsgesetzes. Emmen hat damit gleich wie der Kanton Luzern Ja gesagt zu dieser Vorlage.","Les habitants d'Emmen acceptent avec 55,5 pour cent de oui la modification de la loi sur la transplantation d'organes. Emmen a approuvé la modification, tout comme son canton.","Con il 55,5 percento di ""sì"", i cittadini del comune di Emmen hanno accolto la legge sui trapianti. Il comune di Emmen approvando la legge si è espresso come il suo cantone."
1025,44.4,44.4,55.6,"Ermensee LU","Ermensee (LU)","Ermensee LU","Mit 158 Nein- zu 126 Ja-Stimmen haben die Stimmbürgerinnen und Stimmbürger von Ermensee die Änderung des Transplantationsgesetzes abgelehnt. Dies entspricht 55,6 Prozent. Ermensee hat damit anders abgestimmt als der Kanton Luzern, der die Vorlage angenommen hat.","La population d'Ermensee rejette à 55,6 pour cent des voix la loi sur la transplantation d'organes. Ermensee a refusé la modification, contrairement à son canton.","Con il 55,6 percento di ""no"", i cittadini del comune di Ermensee hanno respinto la legge sui trapianti. Il comune di Ermensee respingendo la legge è andato controcorrente rispetto al suo cantone."
1026,53.8,53.8,46.2,"Eschenbach LU","Eschenbach (LU)","Eschenbach LU","53,8 Prozent der Stimmbürgerinnen und Stimmbürger von Eschenbach LU haben sich für die Änderung des Transplantationsgesetzes ausgesprochen. Eschenbach LU hat damit gleich wie der Kanton Luzern Ja gesagt zu dieser Vorlage.","A Eschenbach (LU), les habitants disent oui à 53,8 pour cent à la modification de la loi sur la transplantation d'organes. Eschenbach (LU) a approuvé la modification, tout comme son canton.","Nel comune di Eschenbach LU la legge sui trapianti è stata approvata con il 53,8 percento dei voti. Il comune di Eschenbach LU approvando la legge si è espresso come il suo cantone."
1030,49.8,49.8,50.2,"Hitzkirch LU","Hitzkirch (LU)","Hitzkirch LU","50,2 Prozent der Stimmbürgerinnen und Stimmbürger von Hitzkirch haben die Änderung des Transplantationsgesetzes abgelehnt. Hitzkirch hat damit anders abgestimmt als der Kanton Luzern, der die Vorlage angenommen hat.","Les habitants de Hitzkirch s'opposent à la modification de la loi sur la transplantation d'organes par 50,2 pour cent des voix. Hitzkirch a refusé la modification, contrairement à son canton.","No alla legge sui trapianti nel comune di Hitzkirch: i cittadini hanno bocciato il testo con il 50,2 percento dei voti. Il comune di Hitzkirch respingendo la legge è andato controcorrente rispetto al suo cantone."
1031,56.2,56.2,43.8,"Hochdorf LU","Hochdorf (LU)","Hochdorf LU","Die Änderung des Transplantationsgesetzes ist in Hochdorf mit 56,2 Prozent der Stimmen angenommen worden. Hochdorf hat damit gleich wie der Kanton Luzern Ja gesagt zu dieser Vorlage.","La loi sur la transplantation d'organes est approuvée à Hochdorf par 56,2 pour cent des votants. Hochdorf a approuvé la modification, tout comme son canton.","I cittadini di Hochdorf si sono espressi a favore della legge sui trapianti. Il testo è stato approvato con il 56,2 percento dei voti. Il comune di Hochdorf approvando la legge si è espresso come il suo cantone."
1032,48.2,48.2,51.8,"Hohenrain LU","Hohenrain (LU)","Hohenrain LU","Nein zur Änderung des Transplantationsgesetzes: Hohenrain hat die Vorlage mit 51,8 Prozent Nein-Stimmen verworfen. Hohenrain hat damit anders abgestimmt als der Kanton Luzern, der die Vorlage angenommen hat.","La nouvelle loi sur la transplantation d'organes n'a pas trouvé grâce aux yeux des citoyens de Hohenrain. Ils ont refusé la modification à 51,8 pour cent. Hohenrain a refusé la modification, contrairement à son canton.","Nel comune di Hohenrain la legge sui trapianti è stata respinta con il 51,8 percento dei voti. Il comune di Hohenrain respingendo la legge è andato controcorrente rispetto al suo cantone."
1033,54.3,54.3,45.7,"Inwil LU","Inwil (LU)","Inwil LU","Mit 54,3 Prozent Ja-Stimmen hat eine Mehrheit der Abstimmenden in Inwil die Änderung des Transplantationsgesetzes angenommen. Inwil hat damit gleich wie der Kanton Luzern Ja gesagt zu dieser Vorlage.","La population d'Inwil approuve à 54,3 pour cent la modification de la loi sur la transplantation d'organes. Inwil a approuvé la modification, tout comme son canton.","Nel comune di Inwil la legge sui trapianti è stata accettata con il 54,3 percento dei voti. Il comune di Inwil approvando la legge si è espresso come il suo cantone."
1037,57.9,57.9,42.1,"Rain LU","Rain (LU)","Rain LU","Mit 57,9 Prozent Ja-Stimmen hat eine Mehrheit der Abstimmenden in Rain die Änderung des Transplantationsgesetzes angenommen. Rain hat damit gleich wie der Kanton Luzern Ja gesagt zu dieser Vorlage.","La population de Rain approuve à 57,9 pour cent la modification de la loi sur la transplantation d'organes. Rain a approuvé la modification, tout comme son canton.","Nel comune di Rain la legge sui trapianti è stata accettata con il 57,9 percento dei voti. Il comune di Rain approvando la legge si è espresso come il suo cantone."
1039,51.9,51.9,48.1,"Römerswil LU","Römerswil (LU)","Römerswil LU","Die Änderung des Transplantationsgesetzes ist in Römerswil mit 51,9 Prozent der Stimmen angenommen worden. Römerswil hat damit gleich wie der Kanton Luzern Ja gesagt zu dieser Vorlage.","La loi sur la transplantation d'organes est approuvée à Römerswil par 51,9 pour cent des votants. Römerswil a approuvé la modification, tout comme son canton.","I cittadini di Römerswil si sono espressi a favore della legge sui trapianti. Il testo è stato approvato con il 51,9 percento dei voti. Il comune di Römerswil approvando la legge si è espresso come il suo cantone."
1040,58.9,58.9,41.1,"Rothenburg LU","Rothenburg (LU)","Rothenburg LU","Rothenburg hat die Änderung des Transplantationsgesetzes mit 58,9 Prozent der Stimmen angenommen. Rothenburg hat damit gleich wie der Kanton Luzern Ja gesagt zu dieser Vorlage.","Les habitants de Rothenburg soutiennent à 58,9 pour cent la modification de la loi sur la transplantation d'organes. Rothenburg a approuvé la modification, tout comme son canton.","A Rothenburg i cittadini hanno accolto, con il 58,9 percento dei voti, la legge sui trapianti. Il comune di Rothenburg approvando la legge si è espresso come il suo cantone."
1041,46.4,46.4,53.6,"Schongau LU","Schongau (LU)","Schongau LU","53,6 Prozent der Stimmbürgerinnen und Stimmbürger von Schongau haben die Änderung des Transplantationsgesetzes abgelehnt. Schongau hat damit anders abgestimmt als der Kanton Luzern, der die Vorlage angenommen hat.","Les habitants de Schongau s'opposent à la modification de la loi sur la transplantation d'organes par 53,6 pour cent des voix. Schongau a refusé la modification, contrairement à son canton.","No alla legge sui trapianti nel comune di Schongau: i cittadini hanno bocciato il testo con il 53,6 percento dei voti. Il comune di Schongau respingendo la legge è andato controcorrente rispetto al suo cantone."
1051,55.9,55.9,44.1,"Adligenswil LU","Adligenswil (LU)","Adligenswil LU","55,9 Prozent der Stimmbürgerinnen und Stimmbürger in Adligenswil haben Ja gesagt zur Änderung des Transplantationsgesetzes. Adligenswil hat damit gleich wie der Kanton Luzern Ja gesagt zu dieser Vorlage.","Les habitants d'Adligenswil acceptent avec 55,9 pour cent de oui la modification de la loi sur la transplantation d'organes. Adligenswil a approuvé la modification, tout comme son canton.","Con il 55,9 percento di ""sì"", i cittadini del comune di Adligenswil hanno accolto la legge sui trapianti. Il comune di Adligenswil approvando la legge si è espresso come il suo cantone."
1052,57.7,57.7,42.3,"Buchrain LU","Buchrain (LU)","Buchrain LU","Buchrain hat die Änderung des Transplantationsgesetzes mit 998 Ja- zu 731 Nein-Stimmen zugestimmt. Die entspricht einem Ja-Stimmen-Anteil von 57,7 Prozent. Buchrain hat damit gleich wie der Kanton Luzern Ja gesagt zu dieser Vorlage.","La loi sur la transplantation d'organes passe la rampe avec 57,7 pour cent de oui à Buchrain. Buchrain a approuvé la modification, tout comme son canton.","Da Buchrain è arrivato un ""sì"" alle urne per la legge sui trapianti. I cittadini hanno accolto il testo con il 57,7 percento dei voti. Il comune di Buchrain approvando la legge si è espresso come il suo cantone."
1053,57.5,57.5,42.5,"Dierikon LU","Dierikon (LU)","Dierikon LU","Die Änderung des Transplantationsgesetzes ist in Dierikon mit 57,5 Prozent der Stimmen angenommen worden. Dierikon hat damit gleich wie der Kanton Luzern Ja gesagt zu dieser Vorlage.","La loi sur la transplantation d'organes est approuvée à Dierikon par 57,5 pour cent des votants. Dierikon a approuvé la modification, tout comme son canton.","I cittadini di Dierikon si sono espressi a favore della legge sui trapianti. Il testo è stato approvato con il 57,5 percento dei voti. Il comune di Dierikon approvando la legge si è espresso come il suo cantone."
1054,55.9,55.9,44.1,"Ebikon LU","Ebikon (LU)","Ebikon LU","Ebikon hat die Änderung des Transplantationsgesetzes mit 2'056 Ja- zu 1'622 Nein-Stimmen zugestimmt. Die entspricht einem Ja-Stimmen-Anteil von 55,9 Prozent. Ebikon hat damit gleich wie der Kanton Luzern Ja gesagt zu dieser Vorlage.","La loi sur la transplantation d'organes passe la rampe avec 55,9 pour cent de oui à Ebikon. Ebikon a approuvé la modification, tout comme son canton.","Da Ebikon è arrivato un ""sì"" alle urne per la legge sui trapianti. I cittadini hanno accolto il testo con il 55,9 percento dei voti. Il comune di Ebikon approvando la legge si è espresso come il suo cantone."
1055,61.3,61.3,38.7,"Gisikon LU","Gisikon (LU)","Gisikon LU","Gisikon hat die Änderung des Transplantationsgesetzes mit 61,3 Prozent der Stimmen angenommen. Gisikon hat damit gleich wie der Kanton Luzern Ja gesagt zu dieser Vorlage.","Les habitants de Gisikon soutiennent à 61,3 pour cent la modification de la loi sur la transplantation d'organes. Gisikon a approuvé la modification, tout comme son canton.","A Gisikon i cittadini hanno accolto, con il 61,3 percento dei voti, la legge sui trapianti. Il comune di Gisikon approvando la legge si è espresso come il suo cantone."
1056,55.6,55.6,44.4,"Greppen LU","Greppen (LU)","Greppen LU","55,6 Prozent der Stimmbürgerinnen und Stimmbürger in Greppen haben Ja gesagt zur Änderung des Transplantationsgesetzes. Greppen hat damit gleich wie der Kanton Luzern Ja gesagt zu dieser Vorlage.","Les habitants de Greppen acceptent avec 55,6 pour cent de oui la modification de la loi sur la transplantation d'organes. Greppen a approuvé la modification, tout comme son canton.","Con il 55,6 percento di ""sì"", i cittadini del comune di Greppen hanno accolto la legge sui trapianti. Il comune di Greppen approvando la legge si è espresso come il suo cantone."
1057,44.4,44.4,55.6,"Honau LU","Honau (LU)","Honau LU","In Honau die Änderung des Transplantationsgesetzes keine Mehrheit gefunden: 55,6 Prozent haben es abgelehnt. Honau hat damit anders abgestimmt als der Kanton Luzern, der die Vorlage angenommen hat.","C'est non à la loi sur la transplantation d'organes à Honau. Les habitants ont refusé la loi modifiée à 55,6 pour cent. Honau a refusé la modification, contrairement à son canton.","A Honau i cittadini hanno respinto, con il 55,6 percento dei voti, la legge sui trapianti. Il comune di Honau respingendo la legge è andato controcorrente rispetto al suo cantone."
1058,59.7,59.7,40.3,"Horw LU","Horw (LU)","Horw LU","59,7 Prozent der Stimmbürgerinnen und Stimmbürger in Horw haben Ja gesagt zur Änderung des Transplantationsgesetzes. Horw hat damit gleich wie der Kanton Luzern Ja gesagt zu dieser Vorlage.","Les habitants de Horw acceptent avec 59,7 pour cent de oui la modification de la loi sur la transplantation d'organes. Horw a approuvé la modification, tout comme son canton.","Con il 59,7 percento di ""sì"", i cittadini del comune di Horw hanno accolto la legge sui trapianti. Il comune di Horw approvando la legge si è espresso come il suo cantone."
1059,56.3,56.3,43.7,"Kriens LU","Kriens (LU)","Kriens LU","Kriens hat die Änderung des Transplantationsgesetzes mit 56,3 Prozent der Stimmen angenommen. Kriens hat damit gleich wie der Kanton Luzern Ja gesagt zu dieser Vorlage.","Les habitants de Kriens soutiennent à 56,3 pour cent la modification de la loi sur la transplantation d'organes. Kriens a approuvé la modification, tout comme son canton.","A Kriens i cittadini hanno accolto, con il 56,3 percento dei voti, la legge sui trapianti. Il comune di Kriens approvando la legge si è espresso come il suo cantone."
1061,62,62,38,"Luzern LU","Lucerne (LU)","Lucerna LU","62 Prozent der Stimmbürgerinnen und Stimmbürger von Luzern haben sich für die Änderung des Transplantationsgesetzes ausgesprochen. Luzern hat damit gleich wie der Kanton Luzern Ja gesagt zu dieser Vorlage.","A Lucerne, les habitants disent oui à 62 pour cent à la modification de la loi sur la transplantation d'organes. Lucerne a approuvé la modification, tout comme son canton.","Nel comune di Lucerna la legge sui trapianti è stata approvata con il 62 percento dei voti. Il comune di Lucerna approvando la legge si è espresso come il suo cantone."
1062,53.6,53.6,46.4,"Malters LU","Malters (LU)","Malters LU","Mit 1'221 Ja zu 1'058 Nein hat sich Malters für die Änderung des Transplantationsgesetzes ausgesprochen. Die entspricht 53,6 Prozent. Malters hat damit gleich wie der Kanton Luzern Ja gesagt zu dieser Vorlage.","Malters dit oui à 53,6 pour cent à la modification de la loi sur la transplantation d'organes. Malters a approuvé la modification, tout comme son canton.","Sì alla legge sui trapianti nel comune di Malters: i cittadini hanno approvato il testo con il 53,6 percento dei voti. Il comune di Malters approvando la legge si è espresso come il suo cantone."
1063,53.8,53.8,46.2,"Meggen LU","Meggen (LU)","Meggen LU","Mit 1'549 Ja zu 1'332 Nein hat sich Meggen für die Änderung des Transplantationsgesetzes ausgesprochen. Die entspricht 53,8 Prozent. Meggen hat damit gleich wie der Kanton Luzern Ja gesagt zu dieser Vorlage.","Meggen dit oui à 53,8 pour cent à la modification de la loi sur la transplantation d'organes. Meggen a approuvé la modification, tout comme son canton.","Sì alla legge sui trapianti nel comune di Meggen: i cittadini hanno approvato il testo con il 53,8 percento dei voti. Il comune di Meggen approvando la legge si è espresso come il suo cantone."
1064,52.8,52.8,47.2,"Meierskappel LU","Meierskappel (LU)","Meierskappel LU","52,8 Prozent der Stimmbürgerinnen und Stimmbürger in Meierskappel haben Ja gesagt zur Änderung des Transplantationsgesetzes. Meierskappel hat damit gleich wie der Kanton Luzern Ja gesagt zu dieser Vorlage.","Les habitants de Meierskappel acceptent avec 52,8 pour cent de oui la modification de la loi sur la transplantation d'organes. Meierskappel a approuvé la modification, tout comme son canton.","Con il 52,8 percento di ""sì"", i cittadini del comune di Meierskappel hanno accolto la legge sui trapianti. Il comune di Meierskappel approvando la legge si è espresso come il suo cantone."
1065,56.4,56.4,43.6,"Root LU","Root (LU)","Root LU","Mit 618 Ja zu 477 Nein hat sich Root für die Änderung des Transplantationsgesetzes ausgesprochen. Die entspricht 56,4 Prozent. Root hat damit gleich wie der Kanton Luzern Ja gesagt zu dieser Vorlage.","Root dit oui à 56,4 pour cent à la modification de la loi sur la transplantation d'organes. Root a approuvé la modification, tout comme son canton.","Sì alla legge sui trapianti nel comune di Root: i cittadini hanno approvato il testo con il 56,4 percento dei voti. Il comune di Root approvando la legge si è espresso come il suo cantone."
1066,54.1,54.1,45.9,"Schwarzenberg LU","Schwarzenberg (LU)","Schwarzenberg LU","Mit 276 Ja zu 234 Nein hat sich Schwarzenberg für die Änderung des Transplantationsgesetzes ausgesprochen. Die entspricht 54,1 Prozent. Schwarzenberg hat damit gleich wie der Kanton Luzern Ja gesagt zu dieser Vorlage.","Schwarzenberg dit oui à 54,1 pour cent à la modification de la loi sur la transplantation d'organes. Schwarzenberg a approuvé la modification, tout comme son canton.","Sì alla legge sui trapianti nel comune di Schwarzenberg: i cittadini hanno approvato il testo con il 54,1 percento dei voti. Il comune di Schwarzenberg approvando la legge si è espresso come il suo cantone."
