"Gemeinde_Nr","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_KT_d","Gemeinde_KT_f","Gemeinde_KT_i","Text_d","Text_f","Text_i"
11,69.4,69.4,30.6,"Ottenbach ZH","Ottenbach (ZH)","Ottenbach ZH","Ja zum höheren Frontex-Beitrag in Ottenbach: Mit 69,4 Prozent haben die Stimmbürgerinnen und Stimmbürger die Vorlage angenommen. Ottenbach hat damit gleich wie der Kanton Zürich Ja gesagt zu dieser Vorlage.","Les habitants d'Ottenbach approuvent le renforcement de la participation de la Suisse à Frontex avec 69,4 pour cent de oui. Ottenbach a approuvé la modification de la loi, tout comme son canton.","Sì al una maggiore partecipazione a Frontex nel comune di Ottenbach: i cittadini hanno approvato il testo con il 69,4 percento dei voti. Il comune di Ottenbach approvando la legge si è espresso come il suo cantone."
12,62.3,62.3,37.7,"Rifferswil ZH","Rifferswil (ZH)","Rifferswil ZH","Ja zum höheren Frontex-Beitrag in Rifferswil: Mit 62,3 Prozent haben die Stimmbürgerinnen und Stimmbürger die Vorlage angenommen. Rifferswil hat damit gleich wie der Kanton Zürich Ja gesagt zu dieser Vorlage.","Les habitants de Rifferswil approuvent le renforcement de la participation de la Suisse à Frontex avec 62,3 pour cent de oui. Rifferswil a approuvé la modification de la loi, tout comme son canton.","Sì al una maggiore partecipazione a Frontex nel comune di Rifferswil: i cittadini hanno approvato il testo con il 62,3 percento dei voti. Il comune di Rifferswil approvando la legge si è espresso come il suo cantone."
13,4.2,4.2,95.8,"Stallikon ZH","Stallikon (ZH)","Stallikon ZH","Nein zum höheren Frontex-Beitrag in Stallikon. Die Gemeinde hat die Vorlage mit 95,8 Prozent abgelehnt. Stallikon hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage angenommen hat.","A Stallikon, les habitants disent non à 95,8 pour cent au renforcement de la participation de la Suisse à Frontex. Stallikon a rejeté la modification de la loi, contrairement à son canton.","I cittadini di Stallikon si sono espressi contro la maggiore partecipazione a Frontex. Il testo è stato respinto con il 95,8 percento dei voti. Il comune di Stallikon respingendo la legge è andato controcorrente rispetto al suo cantone."
14,93.6,93.6,6.4,"Wettswil am Albis ZH","Wettswil am Albis (ZH)","Wettswil am Albis ZH","Die Gemeinde Wettswil am Albis hat den höheren Frontex-Beitrag mit 93,6 Prozent Ja-Stimmen angenommen. Wettswil am Albis hat damit gleich wie der Kanton Zürich Ja gesagt zu dieser Vorlage.","Les habitants de Wettswil am Albis acceptent le renforcement de la participation de la Suisse à Frontex avec 93,6 pour cent de oui. Wettswil am Albis a approuvé la modification de la loi, tout comme son canton.","Nel comune di Wettswil am Albis la maggiore partecipazione a Frontex è stata accettata con il 93,6 percento dei voti. Il comune di Wettswil am Albis approvando la legge si è espresso come il suo cantone."
21,38.2,38.2,61.8,"Adlikon ZH","Adlikon (ZH)","Adlikon ZH","Nein zum höheren Frontex-Beitrag in Adlikon: Mit 9'147 Nein- zu 5'653 Ja-Stimmen haben die Stimmbürgerinnen und Stimmbürger die Vorlage abgelehnt. Das sind 61,8 Prozent. Adlikon hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage angenommen hat.","Le renforcement de la participation de la Suisse à Frontex échoue à Adlikon avec 61,8 pour cent de non. Adlikon a rejeté la modification de la loi, contrairement à son canton.","A Adlikon i cittadini hanno respinto, con il 61,8 percento dei voti, la maggiore partecipazione a Frontex. Il comune di Adlikon respingendo la legge è andato controcorrente rispetto al suo cantone."
22,71.6,71.6,28.4,"Benken ZH","Benken (ZH)","Benken ZH","Ja zum höheren Frontex-Beitrag in Benken ZH. Die Gemeinde hat die Vorlage mit 71,6 Prozent der Stimmen angenommen. Benken ZH hat damit gleich wie der Kanton Zürich Ja gesagt zu dieser Vorlage.","Le renforcement de la participation de la Suisse à Frontex passe la rampe à Benken (ZH) avec 71,6 pour cent de oui. Benken (ZH) a approuvé la modification de la loi, tout comme son canton.","Da Benken ZH è arrivato un ""sì"" alle urne per la maggiore partecipazione a Frontex. I cittadini hanno accolto il testo con il 71,6 percento dei voti. Il comune di Benken ZH approvando la legge si è espresso come il suo cantone."
23,33.9,33.9,66.1,"Berg am Irchel ZH","Berg am Irchel (ZH)","Berg am Irchel ZH","Keine Mehrheit für den höheren Frontex-Beitrag in Berg am Irchel: Mit 4'636 Nein-Stimmen zu 2'377 Ja-Stimmen oder 66,1 Prozent hat die Gemeinde die Vorlage verworfen. Berg am Irchel hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage angenommen hat.","C'est non à 66,1 pour cent au renforcement de la participation de la Suisse à Frontex à Berg am Irchel. Berg am Irchel a rejeté la modification de la loi, contrairement à son canton.","Da Berg am Irchel è arrivato un ""no"" alle urne per la maggiore partecipazione a Frontex. I cittadini hanno bocciato il testo con il 66,1 percento dei voti. Il comune di Berg am Irchel respingendo la legge è andato controcorrente rispetto al suo cantone."
24,26.9,26.9,73.1,"Buch am Irchel ZH","Buch am Irchel (ZH)","Buch am Irchel ZH","Nein zum höheren Frontex-Beitrag in Buch am Irchel: Mit 3'133 Nein- zu 1'154 Ja-Stimmen haben die Stimmbürgerinnen und Stimmbürger die Vorlage abgelehnt. Das sind 73,1 Prozent. Buch am Irchel hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage angenommen hat.","Le renforcement de la participation de la Suisse à Frontex échoue à Buch am Irchel avec 73,1 pour cent de non. Buch am Irchel a rejeté la modification de la loi, contrairement à son canton.","A Buch am Irchel i cittadini hanno respinto, con il 73,1 percento dei voti, la maggiore partecipazione a Frontex. Il comune di Buch am Irchel respingendo la legge è andato controcorrente rispetto al suo cantone."
25,61.8,61.8,38.2,"Dachsen ZH","Dachsen (ZH)","Dachsen ZH","61,8 Prozent der Stimmbürgerinnen und Stimmbürger von Dachsen haben einem höheren Frontex-Beitrag zugestimmt. Dachsen hat damit gleich wie der Kanton Zürich Ja gesagt zu dieser Vorlage.","Les électeurs de Dachsen valident le renforcement de la participation de la Suisse à Frontex avec 61,8 pour cent de oui. Dachsen a approuvé la modification de la loi, tout comme son canton.","A Dachsen i cittadini hanno accolto, con il 61,8 percento dei voti, la maggiore partecipazione a Frontex. Il comune di Dachsen approvando la legge si è espresso come il suo cantone."
26,28.5,28.5,71.5,"Dorf ZH","Dorf (ZH)","Dorf ZH","In Dorf hat die Stimmbevölkerung den höheren Frontex-Beitrag abgelehnt. Die Vorlage wurde mit einem Nein-Stimmen-Anteil von 71,5 Prozent verworfen. Dorf hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage angenommen hat.","A Dorf, les habitants sont défavorables au renforcement de la participation de la Suisse à Frontex avec 71,5 pour cent de non. Dorf a rejeté la modification de la loi, contrairement à son canton.","Con il 71,5 percento di ""no"", i cittadini del comune di Dorf hanno respinto la maggiore partecipazione a Frontex. Il comune di Dorf respingendo la legge è andato controcorrente rispetto al suo cantone."
27,42.4,42.4,57.6,"Feuerthalen ZH","Feuerthalen (ZH)","Feuerthalen ZH","Keine Mehrheit für den höheren Frontex-Beitrag in Feuerthalen: Mit 8'376 Nein-Stimmen zu 6'176 Ja-Stimmen oder 57,6 Prozent hat die Gemeinde die Vorlage verworfen. Feuerthalen hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage angenommen hat.","C'est non à 57,6 pour cent au renforcement de la participation de la Suisse à Frontex à Feuerthalen. Feuerthalen a rejeté la modification de la loi, contrairement à son canton.","Da Feuerthalen è arrivato un ""no"" alle urne per la maggiore partecipazione a Frontex. I cittadini hanno bocciato il testo con il 57,6 percento dei voti. Il comune di Feuerthalen respingendo la legge è andato controcorrente rispetto al suo cantone."
28,31,31,69,"Flaach ZH","Flaach (ZH)","Flaach ZH","In Flaach hat der höhere Frontex-Beitrag keine Mehrheit gefunden. Auf 69 Prozent der abgegebenen Stimmzettel stand ein Nein. Flaach hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage angenommen hat.","Les habitants de Flaach rejettent le renforcement de la participation de la Suisse à Frontex avec 69 pour cent de non. Flaach a rejeté la modification de la loi, contrairement à son canton.","Nel comune di Flaach la maggiore partecipazione a Frontex è stata bocciata con il 69 percento dei voti. Il comune di Flaach respingendo la legge è andato controcorrente rispetto al suo cantone."
29,52.2,52.2,47.8,"Flurlingen ZH","Flurlingen (ZH)","Flurlingen ZH","52,2 Prozent der Abstimmenden in der Gemeinde Flurlingen haben Ja gesagt zum höheren Frontex-Beitrag. Flurlingen hat damit gleich wie der Kanton Zürich Ja gesagt zu dieser Vorlage.","C'est oui à 52,2 pour cent au renforcement de la participation de la Suisse à Frontex à Flurlingen. Flurlingen a approuvé la modification de la loi, tout comme son canton.","Con il 52,2 percento di ""sì"", i cittadini del comune di Flurlingen hanno accolto la maggiore partecipazione a Frontex. Il comune di Flurlingen approvando la legge si è espresso come il suo cantone."
30,86.3,86.3,13.7,"Andelfingen ZH","Andelfingen (ZH)","Andelfingen ZH","Ja zum höheren Frontex-Beitrag in Andelfingen: Mit 86,3 Prozent haben die Stimmbürgerinnen und Stimmbürger die Vorlage angenommen. Andelfingen hat damit gleich wie der Kanton Zürich Ja gesagt zu dieser Vorlage.","Les habitants d'Andelfingen approuvent le renforcement de la participation de la Suisse à Frontex avec 86,3 pour cent de oui. Andelfingen a approuvé la modification de la loi, tout comme son canton.","Sì al una maggiore partecipazione a Frontex nel comune di Andelfingen: i cittadini hanno approvato il testo con il 86,3 percento dei voti. Il comune di Andelfingen approvando la legge si è espresso come il suo cantone."
31,74,74,26,"Henggart ZH","Henggart (ZH)","Henggart ZH","74 Prozent der Abstimmenden in der Gemeinde Henggart haben Ja gesagt zum höheren Frontex-Beitrag. Henggart hat damit gleich wie der Kanton Zürich Ja gesagt zu dieser Vorlage.","C'est oui à 74 pour cent au renforcement de la participation de la Suisse à Frontex à Henggart. Henggart a approuvé la modification de la loi, tout comme son canton.","Con il 74 percento di ""sì"", i cittadini del comune di Henggart hanno accolto la maggiore partecipazione a Frontex. Il comune di Henggart approvando la legge si è espresso come il suo cantone."
32,26.6,26.6,73.4,"Humlikon ZH","Humlikon (ZH)","Humlikon ZH","Nein zum höheren Frontex-Beitrag in Humlikon: Mit 7'364 Nein- zu 2'664 Ja-Stimmen haben die Stimmbürgerinnen und Stimmbürger die Vorlage abgelehnt. Das sind 73,4 Prozent. Humlikon hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage angenommen hat.","Le renforcement de la participation de la Suisse à Frontex échoue à Humlikon avec 73,4 pour cent de non. Humlikon a rejeté la modification de la loi, contrairement à son canton.","A Humlikon i cittadini hanno respinto, con il 73,4 percento dei voti, la maggiore partecipazione a Frontex. Il comune di Humlikon respingendo la legge è andato controcorrente rispetto al suo cantone."
33,90.5,90.5,9.5,"Kleinandelfingen ZH","Kleinandelfingen (ZH)","Kleinandelfingen ZH","Ja zum höheren Frontex-Beitrag in Kleinandelfingen: Mit 90,5 Prozent haben die Stimmbürgerinnen und Stimmbürger die Vorlage angenommen. Kleinandelfingen hat damit gleich wie der Kanton Zürich Ja gesagt zu dieser Vorlage.","Les habitants de Kleinandelfingen approuvent le renforcement de la participation de la Suisse à Frontex avec 90,5 pour cent de oui. Kleinandelfingen a approuvé la modification de la loi, tout comme son canton.","Sì al una maggiore partecipazione a Frontex nel comune di Kleinandelfingen: i cittadini hanno approvato il testo con il 90,5 percento dei voti. Il comune di Kleinandelfingen approvando la legge si è espresso come il suo cantone."
34,41.5,41.5,58.5,"Laufen-Uhwiesen ZH","Laufen-Uhwiesen (ZH)","Laufen-Uhwiesen ZH","Keine Mehrheit für den höheren Frontex-Beitrag in Laufen-Uhwiesen: Mit 999 Nein-Stimmen zu 709 Ja-Stimmen oder 58,5 Prozent hat die Gemeinde die Vorlage verworfen. Laufen-Uhwiesen hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage angenommen hat.","C'est non à 58,5 pour cent au renforcement de la participation de la Suisse à Frontex à Laufen-Uhwiesen. Laufen-Uhwiesen a rejeté la modification de la loi, contrairement à son canton.","Da Laufen-Uhwiesen è arrivato un ""no"" alle urne per la maggiore partecipazione a Frontex. I cittadini hanno bocciato il testo con il 58,5 percento dei voti. Il comune di Laufen-Uhwiesen respingendo la legge è andato controcorrente rispetto al suo cantone."
35,57.7,57.7,42.3,"Marthalen ZH","Marthalen (ZH)","Marthalen ZH","Ja zum höheren Frontex-Beitrag in Marthalen: Mit 57,7 Prozent haben die Stimmbürgerinnen und Stimmbürger die Vorlage angenommen. Marthalen hat damit gleich wie der Kanton Zürich Ja gesagt zu dieser Vorlage.","Les habitants de Marthalen approuvent le renforcement de la participation de la Suisse à Frontex avec 57,7 pour cent de oui. Marthalen a approuvé la modification de la loi, tout comme son canton.","Sì al una maggiore partecipazione a Frontex nel comune di Marthalen: i cittadini hanno approvato il testo con il 57,7 percento dei voti. Il comune di Marthalen approvando la legge si è espresso come il suo cantone."
37,3.1,3.1,96.9,"Ossingen ZH","Ossingen (ZH)","Ossingen ZH","Ossingen hat den höheren Frontex-Beitrag mit 96,9 Prozent abgelehnt. Ossingen hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage angenommen hat.","Le renforcement de la participation de la Suisse à Frontex ne passe pas la rampe à Ossingen avec 96,9 pour cent de non. Ossingen a rejeté la modification de la loi, contrairement à son canton.","Nel comune di Ossingen la maggiore partecipazione a Frontex è stata respinta con il 96,9 percento dei voti. Il comune di Ossingen respingendo la legge è andato controcorrente rispetto al suo cantone."
38,93.7,93.7,6.3,"Rheinau ZH","Rheinau (ZH)","Rheinau ZH","Die Gemeinde Rheinau hat den höheren Frontex-Beitrag mit 93,7 Prozent Ja-Stimmen angenommen. Rheinau hat damit gleich wie der Kanton Zürich Ja gesagt zu dieser Vorlage.","Les habitants de Rheinau acceptent le renforcement de la participation de la Suisse à Frontex avec 93,7 pour cent de oui. Rheinau a approuvé la modification de la loi, tout comme son canton.","Nel comune di Rheinau la maggiore partecipazione a Frontex è stata accettata con il 93,7 percento dei voti. Il comune di Rheinau approvando la legge si è espresso come il suo cantone."
39,39.4,39.4,60.6,"Thalheim an der Thur ZH","Thalheim an der Thur (ZH)","Thalheim an der Thur ZH","In Thalheim an der Thur hat der höhere Frontex-Beitrag keine Mehrheit gefunden. Auf 60,6 Prozent der abgegebenen Stimmzettel stand ein Nein. Thalheim an der Thur hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage angenommen hat.","Les habitants de Thalheim an der Thur rejettent le renforcement de la participation de la Suisse à Frontex avec 60,6 pour cent de non. Thalheim an der Thur a rejeté la modification de la loi, contrairement à son canton.","Nel comune di Thalheim an der Thur la maggiore partecipazione a Frontex è stata bocciata con il 60,6 percento dei voti. Il comune di Thalheim an der Thur respingendo la legge è andato controcorrente rispetto al suo cantone."
40,40.3,40.3,59.7,"Trüllikon ZH","Trüllikon (ZH)","Trüllikon ZH","Nein zum höheren Frontex-Beitrag in Trüllikon: Mit 1'140 Nein- zu 769 Ja-Stimmen haben die Stimmbürgerinnen und Stimmbürger die Vorlage abgelehnt. Das sind 59,7 Prozent. Trüllikon hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage angenommen hat.","Le renforcement de la participation de la Suisse à Frontex échoue à Trüllikon avec 59,7 pour cent de non. Trüllikon a rejeté la modification de la loi, contrairement à son canton.","A Trüllikon i cittadini hanno respinto, con il 59,7 percento dei voti, la maggiore partecipazione a Frontex. Il comune di Trüllikon respingendo la legge è andato controcorrente rispetto al suo cantone."
41,39.6,39.6,60.4,"Truttikon ZH","Truttikon (ZH)","Truttikon ZH","Nein zum höheren Frontex-Beitrag in Truttikon. Die Gemeinde hat die Vorlage mit 60,4 Prozent abgelehnt. Truttikon hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage angenommen hat.","A Truttikon, les habitants disent non à 60,4 pour cent au renforcement de la participation de la Suisse à Frontex. Truttikon a rejeté la modification de la loi, contrairement à son canton.","I cittadini di Truttikon si sono espressi contro la maggiore partecipazione a Frontex. Il testo è stato respinto con il 60,4 percento dei voti. Il comune di Truttikon respingendo la legge è andato controcorrente rispetto al suo cantone."
43,1.4,1.4,98.6,"Volken ZH","Volken (ZH)","Volken ZH","In Volken hat die Stimmbevölkerung den höheren Frontex-Beitrag abgelehnt. Die Vorlage wurde mit einem Nein-Stimmen-Anteil von 98,6 Prozent verworfen. Volken hat damit bei dieser Vorlage den höchsten Nein-Anteil im Kanton Zürich.","A Volken, les habitants sont défavorables au renforcement de la participation de la Suisse à Frontex avec 98,6 pour cent de non. Le plus fort pourcentage de non du canton de Zurich a été obtenu à Volken.","Con il 98,6 percento di ""no"", i cittadini del comune di Volken hanno respinto la maggiore partecipazione a Frontex. Volken ha così ottenuto la più alta percentuale di ""no"" nel canton Zurigo."
51,77.5,77.5,22.5,"Bachenbülach ZH","Bachenbülach (ZH)","Bachenbülach ZH","77,5 Prozent der Stimmbürgerinnen und Stimmbürger von Bachenbülach haben einem höheren Frontex-Beitrag zugestimmt. Bachenbülach hat damit gleich wie der Kanton Zürich Ja gesagt zu dieser Vorlage.","Les électeurs de Bachenbülach valident le renforcement de la participation de la Suisse à Frontex avec 77,5 pour cent de oui. Bachenbülach a approuvé la modification de la loi, tout comme son canton.","A Bachenbülach i cittadini hanno accolto, con il 77,5 percento dei voti, la maggiore partecipazione a Frontex. Il comune di Bachenbülach approvando la legge si è espresso come il suo cantone."
52,53.8,53.8,46.2,"Bassersdorf ZH","Bassersdorf (ZH)","Bassersdorf ZH","Die Gemeinde Bassersdorf hat den höheren Frontex-Beitrag mit 53,8 Prozent angenommen. Bassersdorf hat damit gleich wie der Kanton Zürich Ja gesagt zu dieser Vorlage.","A Bassersdorf, les habitants disent oui à 53,8 pour cent au renforcement de la participation de la Suisse à Frontex. Bassersdorf a approuvé la modification de la loi, tout comme son canton.","Nel comune di Bassersdorf la maggiore partecipazione a Frontex è stata approvata con il 53,8 percento dei voti. Il comune di Bassersdorf approvando la legge si è espresso come il suo cantone."
53,21.3,21.3,78.7,"Bülach ZH","Bülach (ZH)","Bülach ZH","Bülach hat den höheren Frontex-Beitrag mit 78,7 Prozent abgelehnt. Bülach hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage angenommen hat.","Le renforcement de la participation de la Suisse à Frontex ne passe pas la rampe à Bülach avec 78,7 pour cent de non. Bülach a rejeté la modification de la loi, contrairement à son canton.","Nel comune di Bülach la maggiore partecipazione a Frontex è stata respinta con il 78,7 percento dei voti. Il comune di Bülach respingendo la legge è andato controcorrente rispetto al suo cantone."
54,55.8,55.8,44.2,"Dietlikon ZH","Dietlikon (ZH)","Dietlikon ZH","55,8 Prozent der Stimmbürgerinnen und Stimmbürger von Dietlikon haben einem höheren Frontex-Beitrag zugestimmt. Dietlikon hat damit gleich wie der Kanton Zürich Ja gesagt zu dieser Vorlage.","Les électeurs de Dietlikon valident le renforcement de la participation de la Suisse à Frontex avec 55,8 pour cent de oui. Dietlikon a approuvé la modification de la loi, tout comme son canton.","A Dietlikon i cittadini hanno accolto, con il 55,8 percento dei voti, la maggiore partecipazione a Frontex. Il comune di Dietlikon approvando la legge si è espresso come il suo cantone."
55,48.9,48.9,51.1,"Eglisau ZH","Eglisau (ZH)","Eglisau ZH","Eglisau hat den höheren Frontex-Beitrag mit 51,1 Prozent abgelehnt. Eglisau hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage angenommen hat.","Le renforcement de la participation de la Suisse à Frontex ne passe pas la rampe à Eglisau avec 51,1 pour cent de non. Eglisau a rejeté la modification de la loi, contrairement à son canton.","Nel comune di Eglisau la maggiore partecipazione a Frontex è stata respinta con il 51,1 percento dei voti. Il comune di Eglisau respingendo la legge è andato controcorrente rispetto al suo cantone."
56,49.6,49.6,50.4,"Embrach ZH","Embrach (ZH)","Embrach ZH","In Embrach hat der höhere Frontex-Beitrag keine Mehrheit gefunden. Auf 50,4 Prozent der abgegebenen Stimmzettel stand ein Nein. Embrach hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage angenommen hat.","Les habitants d'Embrach rejettent le renforcement de la participation de la Suisse à Frontex avec 50,4 pour cent de non. Embrach a rejeté la modification de la loi, contrairement à son canton.","Nel comune di Embrach la maggiore partecipazione a Frontex è stata bocciata con il 50,4 percento dei voti. Il comune di Embrach respingendo la legge è andato controcorrente rispetto al suo cantone."
